Survey;answer_identifier;Informed Consent;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P19;P18;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29;P30;P31;Online course frustration;Computer for exclusive use;Internet connection;Covid-concern1;Covid-concern2;Covid-concern3;Covid-concern4;Anonymized student ID
survey3;1793;Yes;3;3;4;4;3;4;3;5;3;4;3;4;2;4;4;4;4;4;4;3;4;4;4;3;3;4;4;4;4;4;4;3;Yes;Very unstable;2;4;4;1;641
survey3;1794;Yes;4;4;2;5;4;4;5;4;4;4;4;5;3;4;4;4;5;3;4;5;5;3;5;2;4;4;4;2;4;4;4;1;Yes;Very stable;3;4;5;1;575
survey3;1795;Yes;4;4;3;5;4;3;4;4;5;5;4;4;3;5;3;4;5;4;4;4;4;4;5;4;3;4;5;4;4;3;4;5;Yes;Unstable, sometimes I've got problems;3;5;5;2;265
survey3;1796;Yes;5;5;2;5;5;5;3;4;5;5;3;5;4;4;5;4;5;4;5;5;5;4;5;3;5;5;5;3;5;4;5;4;Yes;Very stable;1;1;5;1;645
survey3;1797;Yes;3;5;2;3;5;5;2;4;4;4;3;5;5;2;4;4;4;2;5;4;5;4;4;2;4;4;4;1;5;1;5;3;Yes;Stable, in some cases I've had issues;2;3;4;1;399
survey3;1798;Yes;1;3;5;1;1;2;1;5;3;5;1;4;3;4;3;3;3;5;3;2;4;5;4;4;3;4;5;4;3;4;2;5;No;Stable, in some cases I've had issues;5;5;4;2;32
survey3;1799;Yes;4;4;5;4;3;2;4;4;3;4;3;5;2;5;3;4;4;5;4;3;4;4;4;4;4;4;4;5;3;4;4;5;Yes;Stable, in some cases I've had issues;4;4;4;2;652
survey3;1800;Yes;4;5;1;3;5;4;4;3;3;3;4;5;5;1;3;4;4;1;5;5;5;4;4;3;4;4;4;1;5;1;5;1;Yes;Very stable;3;4;4;1;840
survey3;1801;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey3;1802;Yes;4;4;3;2;4;2;4;4;2;4;2;2;3;3;4;4;4;3;3;3;2;4;4;2;4;3;3;1;4;4;4;1;Yes;Very stable;1;1;1;1;124
survey3;1803;Yes;4;4;5;4;3;4;2;4;3;4;4;4;1;4;4;5;5;3;3;4;4;5;5;5;2;5;4;3;4;1;3;5;Yes;Unstable, sometimes I've got problems;5;5;5;3;504
survey3;1804;Yes;3;4;3;3;2;3;3;4;4;4;3;3;2;4;3;3;3;3;4;3;3;4;3;4;4;3;3;5;3;3;3;4;Yes;Very stable;4;2;5;2;848
survey3;1805;Yes;5;4;2;4;4;4;2;4;2;5;2;5;2;2;4;5;5;1;5;4;4;5;5;4;3;4;4;1;4;2;4;5;Yes;Unstable, sometimes I've got problems;3;5;4;1;623
survey3;1806;Yes;5;5;1;5;5;5;5;5;5;5;5;5;5;2;5;5;5;2;5;5;5;5;5;3;5;5;5;3;5;3;5;3;Yes;Stable, in some cases I've had issues;1;5;4;1;700
survey3;1807;Yes;4;4;3;4;3;3;2;4;4;4;2;4;4;3;3;4;4;4;4;3;4;4;4;3;4;4;4;4;3;2;3;2;Yes;Stable, in some cases I've had issues;4;4;4;1;443
survey3;1808;Yes;4;3;5;4;1;3;3;5;4;3;3;4;3;5;3;4;2;5;3;3;3;2;3;3;4;3;3;5;3;2;1;5;Yes;Stable, in some cases I've had issues;5;5;5;5;267
survey3;1809;Yes;3;4;3;3;2;3;4;5;3;4;3;3;3;5;3;2;3;5;3;2;5;3;4;3;3;3;3;5;3;3;2;5;Yes;Stable, in some cases I've had issues;4;5;5;1;602
survey3;1810;Yes;2;5;2;4;3;4;2;4;5;3;2;4;4;4;4;2;3;4;5;4;4;2;4;2;5;4;3;2;4;2;4;3;Yes;Stable, in some cases I've had issues;1;2;2;1;797
survey3;1811;Yes;5;5;2;5;5;5;3;3;4;5;5;5;3;3;5;5;5;1;5;5;5;5;5;5;5;5;5;3;5;3;5;5;Yes;Very stable;4;4;4;3;559
survey3;1812;Yes;4;5;3;2;3;2;2;5;4;5;4;5;4;4;4;4;5;5;5;4;4;4;4;4;3;5;5;5;3;2;4;4;Yes;Stable, in some cases I've had issues;4;5;5;1;594
survey3;1813;Yes;5;4;5;5;3;3;3;5;5;5;1;5;4;5;2;5;5;5;4;4;5;5;5;5;5;5;5;5;5;1;4;5;Yes;Stable, in some cases I've had issues;2;5;5;5;846
survey3;1814;Yes;4;4;2;5;5;4;3;5;5;5;3;5;5;4;5;5;5;3;4;4;4;4;5;4;4;5;4;3;5;3;4;3;Yes;Stable, in some cases I've had issues;1;2;5;1;517
survey3;1815;Yes;4;4;3;4;3;4;4;4;3;4;4;4;4;3;4;4;4;5;4;4;4;4;4;4;4;4;3;4;4;3;4;3;Yes;Stable, in some cases I've had issues;4;4;4;1;787
survey3;1816;Yes;3;5;4;3;3;3;3;4;4;5;3;3;4;4;3;3;4;3;3;3;4;3;4;3;4;4;4;3;3;3;3;5;Yes;Stable, in some cases I've had issues;4;4;4;2;599
survey3;1817;Yes;3;5;3;4;4;4;4;4;4;4;3;4;3;3;4;4;3;2;4;4;4;4;3;3;4;4;4;4;4;4;4;4;Yes;Very stable;3;4;3;1;340
survey3;1818;Yes;3;3;4;3;4;3;5;5;3;4;4;3;3;5;3;5;3;5;2;3;5;4;4;3;3;3;4;5;3;3;3;3;Yes;Very stable;3;3;3;1;458
survey3;1819;Yes;4;5;3;4;3;5;3;5;3;5;2;5;2;4;5;4;5;5;5;4;4;4;5;5;3;5;4;5;5;2;4;5;Yes;Stable, in some cases I've had issues;5;5;5;2;782
survey3;1820;Yes;4;5;1;4;5;5;3;3;4;5;4;5;5;3;5;4;5;3;5;5;5;4;4;3;5;5;4;2;5;2;5;2;Yes;Stable, in some cases I've had issues;4;4;4;1;167
survey3;1821;Yes;3;4;2;4;3;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;3;4;4;4;3;Yes;Stable, in some cases I've had issues;2;4;4;2;742
survey3;1822;Yes;5;5;3;3;3;3;2;3;4;4;2;5;4;2;3;4;5;2;5;5;5;5;4;3;4;5;5;2;3;2;3;2;Yes;Stable, in some cases I've had issues;2;3;3;1;547
survey3;1823;Yes;4;5;3;4;3;4;2;2;5;4;2;3;4;2;4;4;3;4;5;4;3;4;4;4;4;4;3;2;4;3;4;5;Yes;Very stable;4;4;4;1;440
survey3;1824;Yes;4;4;4;4;3;3;3;4;3;3;3;4;3;4;3;4;3;4;4;3;4;3;3;3;4;4;3;4;3;3;3;5;Yes;Stable, in some cases I've had issues;3;4;3;1;235
survey3;1825;Yes;1;4;5;2;1;1;5;4;2;4;1;4;5;4;2;2;1;5;3;2;1;2;4;2;3;2;2;4;2;2;1;5;Yes;Stable, in some cases I've had issues;5;5;5;1;871
survey3;1826;Yes;4;4;2;4;5;4;4;2;2;4;4;4;4;2;4;4;4;3;4;4;4;4;2;3;2;4;3;2;4;4;4;5;Yes;Very stable;3;3;3;3;807
survey3;1827;Yes;4;4;2;4;5;4;3;4;4;4;3;4;4;3;4;4;5;3;4;4;4;4;4;3;4;4;5;3;4;3;4;2;Yes;Very stable;4;4;4;2;501
survey3;1828;Yes;2;3;4;2;2;2;2;3;3;4;3;4;2;3;3;3;2;4;4;3;4;4;2;3;2;3;2;4;3;2;3;4;Yes;Stable, in some cases I've had issues;3;5;4;1;225
survey3;1829;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey3;1830;Yes;4;4;4;5;3;3;4;3;4;5;4;5;5;2;4;4;5;4;4;4;5;4;5;4;3;5;5;3;4;3;4;3;Yes;Stable, in some cases I've had issues;4;5;4;3;802
survey3;1831;Yes;4;5;4;4;3;4;3;4;5;4;4;5;4;2;5;4;4;2;5;4;4;4;5;4;5;4;4;1;5;3;3;1;Yes;Very stable;2;4;4;1;482
survey3;1832;Yes;2;3;5;4;1;3;4;4;4;5;2;4;3;5;2;3;4;5;4;3;5;1;5;1;4;4;5;5;3;2;1;4;Yes;Very stable;4;4;2;1;754
survey3;1833;Yes;3;5;2;4;4;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;4;5;4;5;5;Yes;Stable, in some cases I've had issues;4;5;5;1;583
survey3;1834;Yes;4;3;2;5;4;4;5;1;2;5;5;5;2;5;4;4;4;5;4;3;4;4;5;4;3;4;5;4;4;1;4;5;Yes;Stable, in some cases I've had issues;4;5;5;2;13
survey3;1835;Yes;4;4;2;4;4;4;4;4;4;4;5;4;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;Yes;Stable, in some cases I've had issues;3;4;3;2;115
survey3;1836;Yes;5;5;1;5;5;5;1;5;5;5;4;5;5;1;5;5;5;4;5;5;5;5;5;5;4;5;5;5;5;1;5;5;Yes;Very stable;5;5;5;3;467
survey3;1837;Yes;5;5;1;5;5;5;3;3;4;5;4;5;5;3;5;5;4;3;5;5;5;4;5;3;5;4;5;3;5;3;5;1;Yes;Stable, in some cases I've had issues;1;4;4;1;321
survey3;1838;Yes;5;5;1;5;5;5;4;1;5;5;5;5;3;1;5;5;5;1;5;5;4;5;5;4;5;5;5;2;5;3;5;5;Yes;Stable, in some cases I've had issues;4;5;5;1;704
survey3;1839;Yes;5;5;4;4;4;5;5;4;5;4;4;4;4;3;5;4;5;5;5;4;5;4;5;4;5;4;5;4;5;4;5;1;Yes;Very stable;2;4;4;1;889
survey3;1840;Yes;4;5;1;5;5;5;3;3;2;5;4;5;5;3;5;5;5;1;5;5;5;5;5;5;4;4;5;1;5;3;5;3;Yes;Stable, in some cases I've had issues;3;4;4;2;465
survey3;1841;Yes;3;3;4;2;3;2;3;5;3;3;3;3;2;5;2;2;3;5;3;3;4;3;3;2;3;4;3;5;4;4;3;5;Yes;Stable, in some cases I've had issues;4;4;4;3;911
survey3;1842;Yes;5;5;5;5;5;5;5;5;5;5;4;5;4;4;5;5;4;3;5;4;5;4;4;3;4;5;5;5;4;4;4;5;Yes;Stable, in some cases I've had issues;5;5;5;2;513
survey3;1843;Yes;4;4;3;3;3;4;3;4;4;4;3;4;3;2;5;5;4;2;5;5;4;4;4;4;4;4;3;2;4;3;4;5;Yes;Stable, in some cases I've had issues;5;5;4;1;682
survey3;1844;Yes;5;5;2;5;4;5;1;1;3;5;1;5;2;2;5;5;5;1;5;5;5;4;5;4;3;5;4;2;5;1;5;4;Yes;Stable, in some cases I've had issues;1;4;5;2;544
survey3;1845;Yes;4;5;3;3;4;4;3;4;3;4;3;5;5;4;4;3;4;5;5;4;4;3;4;3;2;4;4;5;4;3;4;5;Yes;Unstable, sometimes I've got problems;5;5;5;4;651
survey3;1846;Yes;5;5;1;5;5;5;3;2;5;5;3;5;5;4;5;5;5;4;5;5;5;5;5;5;5;5;5;4;5;3;5;1;Yes;Very stable;4;5;4;2;44
survey3;1847;Yes;3;5;2;4;3;4;5;4;3;5;4;4;4;5;4;3;5;5;4;4;5;5;5;2;3;4;5;5;4;4;4;4;Yes;Stable, in some cases I've had issues;4;4;4;1;120
survey3;1848;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey3;1849;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey3;1850;Yes;5;5;1;5;5;5;4;3;4;5;3;5;5;3;5;5;5;2;5;5;5;5;5;3;5;5;5;2;5;5;5;3;Yes;Very stable;4;4;4;2;476
survey3;1851;Yes;3;4;5;4;2;2;1;5;5;3;1;5;3;1;3;3;3;4;3;4;4;3;3;1;4;3;2;4;3;4;2;5;Yes;Stable, in some cases I've had issues;1;4;4;1;140
survey3;1852;Yes;4;5;5;5;3;3;3;5;4;5;2;4;4;5;4;4;5;5;5;4;5;5;5;5;4;4;5;5;5;2;4;5;Yes;Stable, in some cases I've had issues;5;5;4;1;80
survey3;1853;Yes;3;5;2;4;4;4;5;3;2;4;5;5;3;2;3;3;5;2;5;4;5;4;5;2;3;4;4;1;5;2;5;1;Yes;Unstable, sometimes I've got problems;4;4;4;1;350
survey3;1854;Yes;2;3;5;5;2;2;5;5;5;5;2;5;1;5;2;2;4;5;4;2;4;2;5;2;5;4;4;5;2;5;2;4;Yes;Unstable, sometimes I've got problems;4;4;2;1;227
survey3;1855;Yes;3;4;2;4;4;4;4;5;3;4;4;5;4;4;4;3;5;4;4;4;5;4;4;4;3;5;4;4;4;3;4;3;Yes;Stable, in some cases I've had issues;2;4;4;1;338
survey3;1856;Yes;5;5;1;5;5;5;3;1;5;5;3;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;1;5;2;5;1;Yes;Stable, in some cases I've had issues;1;4;3;1;515
survey3;1857;Yes;3;3;4;2;2;2;3;4;4;3;3;4;4;4;2;3;3;4;3;3;4;4;4;3;4;3;3;4;2;3;3;2;Yes;Unstable, sometimes I've got problems;4;4;4;2;147
survey3;1858;Yes;2;4;4;1;2;3;3;4;3;2;3;4;3;4;3;3;2;4;4;3;4;3;2;2;3;2;2;4;3;1;3;5;Yes;Very stable;2;2;4;1;150
survey3;1859;Yes;3;5;1;5;5;3;4;5;5;5;5;3;5;5;3;4;5;3;5;5;5;4;5;1;5;5;4;4;3;5;5;5;Yes;Very stable;1;5;5;1;109
survey3;1860;Yes;4;5;1;5;5;5;2;4;3;4;3;5;5;2;4;5;5;3;4;4;4;4;4;5;5;5;5;5;5;5;5;2;Yes;Very stable;2;4;4;1;49
survey3;1861;Yes;4;4;3;4;3;4;3;4;4;4;3;4;3;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;3;4;5;Yes;Stable, in some cases I've had issues;4;4;4;3;125
survey3;1862;Yes;4;4;4;4;2;2;2;4;4;4;2;4;2;4;2;2;4;2;4;4;5;4;4;2;4;4;4;1;4;1;2;5;Yes;Stable, in some cases I've had issues;4;4;2;1;914
survey3;1863;Yes;4;5;2;4;4;4;3;4;5;4;3;5;5;3;4;5;5;2;5;5;5;3;4;3;5;5;5;3;4;4;5;5;Yes;Stable, in some cases I've had issues;4;4;3;2;106
survey3;1864;Yes;4;4;3;2;2;3;4;3;4;4;4;3;5;4;5;3;3;4;4;3;5;3;4;3;4;3;3;3;4;4;4;3;Yes;Stable, in some cases I've had issues;2;2;5;1;729
survey3;1865;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey3;1866;Yes;4;5;1;3;5;4;3;4;4;4;3;5;3;3;4;4;5;4;5;5;5;4;5;4;4;5;4;4;5;3;5;5;Yes;Very unstable;4;5;3;1;726
survey3;1867;Yes;5;5;1;5;5;5;4;4;4;5;4;5;3;4;5;5;5;4;5;5;5;5;5;5;4;5;5;3;5;4;5;1;Yes;Stable, in some cases I've had issues;3;4;4;2;760
survey3;1868;Yes;4;5;2;4;3;4;4;2;3;4;4;4;3;3;4;4;4;3;4;4;4;4;4;3;3;4;4;2;4;1;4;5;No;Unstable, sometimes I've got problems;4;4;4;1;364
survey3;1869;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey3;1870;Yes;3;2;4;2;1;1;2;4;3;4;3;3;4;5;1;3;3;5;2;2;4;4;4;4;2;2;4;4;2;2;2;4;Yes;Unstable, sometimes I've got problems;4;4;5;3;199
survey3;1871;Yes;5;5;1;5;5;5;2;4;3;5;2;5;5;4;5;5;5;1;5;5;5;5;5;5;3;5;5;1;5;4;5;2;Yes;Stable, in some cases I've had issues;4;4;4;1;367
survey3;1872;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey3;1873;Yes;4;5;1;4;5;5;3;3;4;4;3;5;2;2;4;4;5;2;5;5;5;4;4;4;4;5;4;3;5;2;5;3;Yes;Stable, in some cases I've had issues;4;5;5;1;601
survey3;1874;Yes;2;4;4;3;2;2;3;4;4;3;3;4;3;5;3;2;3;4;3;3;4;2;4;2;4;3;3;5;3;3;2;3;Yes;Stable, in some cases I've had issues;2;2;4;2;51
survey3;1875;Yes;5;5;2;4;5;5;3;4;3;5;3;5;4;4;4;4;4;3;4;5;5;5;5;5;3;5;4;2;5;4;4;2;Yes;Unstable, sometimes I've got problems;5;5;5;4;359
survey3;1876;Yes;3;5;2;4;4;4;3;2;4;4;2;5;3;2;4;3;4;2;5;4;4;5;5;2;4;5;4;2;5;4;5;4;Yes;Very stable;2;4;2;1;888
survey3;1877;Yes;3;4;2;4;3;4;3;4;3;4;3;4;3;4;4;4;4;4;4;4;4;4;5;4;3;4;5;4;4;3;4;3;Yes;Stable, in some cases I've had issues;4;4;4;1;300
survey3;1878;Yes;4;5;3;4;4;4;2;4;3;4;3;4;3;4;4;4;4;2;4;4;4;3;4;3;4;4;4;3;4;4;4;5;Yes;Very stable;4;4;4;1;494
survey3;1879;Yes;4;5;4;4;2;3;3;4;5;4;3;4;4;5;2;3;3;5;4;3;5;3;4;3;5;4;4;4;3;2;3;4;Yes;Stable, in some cases I've had issues;1;3;5;1;613
survey3;1880;Yes;5;5;3;4;4;4;4;3;3;4;3;5;3;3;4;5;5;5;5;5;5;5;5;5;3;5;4;3;4;4;4;5;Yes;Unstable, sometimes I've got problems;1;4;4;1;278
survey3;1881;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey3;1882;Yes;4;4;4;4;2;3;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;Yes;Stable, in some cases I've had issues;3;3;3;3;77
survey3;1883;Yes;5;5;1;5;5;5;2;2;4;5;3;5;4;1;5;5;5;2;5;5;5;5;5;3;5;5;5;3;5;3;5;3;Yes;Unstable, sometimes I've got problems;4;4;5;1;565
survey3;1884;Yes;4;4;2;5;5;5;4;3;3;4;4;4;4;2;4;3;4;2;4;4;4;4;4;3;4;5;4;2;4;4;4;5;Yes;Stable, in some cases I've had issues;1;1;5;1;302
survey3;1885;Yes;5;5;2;5;4;5;3;3;4;5;3;5;4;3;5;4;5;2;5;5;5;5;5;4;4;4;4;2;4;4;4;2;Yes;Stable, in some cases I've had issues;4;5;4;2;496
survey3;1886;Yes;5;5;1;5;5;5;3;5;5;5;4;5;5;4;5;5;5;2;5;5;5;5;5;5;5;5;5;2;5;2;5;2;Yes;Stable, in some cases I've had issues;1;3;2;1;804
survey3;1887;Yes;3;4;3;3;2;2;2;5;2;4;3;4;2;4;2;3;3;4;3;3;4;3;4;3;3;3;3;4;3;3;3;3;Yes;Stable, in some cases I've had issues;4;5;4;2;727
survey3;1888;Yes;2;4;4;4;2;3;4;4;4;4;4;5;4;3;4;2;4;4;4;3;4;4;4;3;4;3;3;4;3;3;3;4;Yes;Stable, in some cases I've had issues;2;5;1;1;366
survey3;1889;Yes;5;5;2;5;5;5;3;4;4;5;3;5;5;3;5;4;5;3;5;5;5;4;5;5;4;5;4;2;5;1;5;4;Yes;Very stable;2;4;4;1;383
survey3;1890;Yes;2;2;4;2;2;3;2;5;4;3;3;3;3;4;3;3;4;5;3;3;4;3;3;3;4;3;3;4;3;4;4;4;No;Very stable;3;4;5;2;316
survey3;1891;Yes;2;3;4;4;2;3;2;4;3;5;2;4;4;5;3;3;4;5;3;2;4;4;5;4;2;4;4;4;3;1;3;5;Yes;Unstable, sometimes I've got problems;4;4;4;3;585
survey3;1892;Yes;4;4;3;4;3;4;3;2;4;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;Yes;Very stable;1;4;5;1;307
survey3;1893;Yes;2;4;2;3;3;2;4;2;3;2;4;4;4;2;2;2;2;2;4;3;4;2;2;2;4;3;3;2;4;2;4;4;Yes;Very stable;2;4;4;2;897
survey3;1894;Yes;4;4;4;5;2;3;2;5;4;4;2;5;2;5;3;3;5;4;3;3;4;5;5;4;4;5;4;5;3;4;3;5;Yes;Very stable;4;5;4;2;111
survey3;1895;Yes;4;4;2;5;4;4;4;4;4;4;2;4;3;4;4;4;5;4;4;4;4;4;5;4;4;5;5;4;4;3;4;4;Yes;Very stable;4;4;4;1;850
survey3;1896;Yes;4;4;3;4;3;4;3;3;3;4;3;4;4;3;4;3;3;3;4;4;4;3;4;3;4;4;4;2;3;1;4;4;Yes;Very stable;3;5;5;2;408
survey3;1897;Yes;4;4;2;5;4;4;3;3;4;5;3;4;3;3;4;4;4;2;4;4;4;4;5;4;4;4;4;2;4;2;4;4;Yes;Stable, in some cases I've had issues;2;2;3;1;733
survey3;1898;Yes;5;5;4;5;5;5;3;3;5;5;2;5;4;2;4;5;5;2;5;4;5;5;5;4;5;5;5;2;4;2;4;5;Yes;Stable, in some cases I've had issues;3;4;5;2;434
survey3;1899;Yes;3;4;4;4;2;2;4;4;4;4;4;4;3;4;2;2;4;4;4;2;4;4;4;2;4;4;4;4;3;5;2;5;Yes;Stable, in some cases I've had issues;4;5;5;1;851
survey3;1900;Yes;2;5;4;5;1;4;3;4;5;4;2;5;4;2;4;3;3;5;5;2;5;3;5;3;5;4;4;4;5;5;4;5;Yes;Stable, in some cases I've had issues;2;2;4;1;684
survey3;1901;Yes;4;5;3;4;4;3;3;4;4;5;4;5;3;2;3;4;5;2;4;4;5;5;5;4;4;5;5;2;4;2;3;3;Yes;Stable, in some cases I've had issues;4;4;4;2;913
survey3;1902;Yes;3;4;3;2;2;3;4;4;3;2;4;4;2;4;3;2;2;4;3;3;3;2;2;2;3;2;2;4;3;3;3;4;Yes;Unstable, sometimes I've got problems;4;4;3;2;148
survey3;1903;Yes;1;2;5;4;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;4;4;3;2;4;2;3;5;3;3;3;5;No;Unstable, sometimes I've got problems;5;5;4;4;177
survey3;1904;Yes;4;4;4;5;2;4;4;4;4;5;4;5;5;5;4;3;5;5;2;4;4;4;5;4;3;5;5;4;3;3;3;2;Yes;Unstable, sometimes I've got problems;2;4;4;1;856
survey3;1905;Yes;3;4;3;4;3;3;3;4;4;4;3;4;2;4;4;3;3;4;4;4;4;2;4;2;4;3;3;3;4;2;4;5;Yes;Very stable;4;4;5;1;381
survey3;1906;Yes;3;4;3;3;3;3;3;4;4;3;4;4;3;3;3;3;3;3;4;3;4;3;3;3;4;3;3;3;3;3;3;3;Yes;Unstable, sometimes I've got problems;4;4;4;1;577
survey3;1907;Yes;5;5;1;4;5;4;2;4;3;5;2;5;5;4;4;4;5;2;4;5;5;5;5;4;4;5;5;2;4;2;5;1;Yes;Unstable, sometimes I've got problems;1;5;5;1;431
survey3;1908;Yes;4;3;4;5;2;3;4;4;3;5;4;5;4;4;2;5;5;4;4;3;4;5;5;5;3;5;5;2;4;2;3;4;No;Stable, in some cases I've had issues;4;4;5;2;261
survey3;1909;Yes;3;4;4;4;4;3;5;5;5;4;3;4;5;5;3;3;4;5;3;5;4;4;4;2;3;4;4;5;4;5;4;5;Yes;Stable, in some cases I've had issues;3;4;5;2;901
survey3;1910;Yes;5;5;3;5;5;5;3;4;4;5;4;5;5;3;5;5;5;2;5;5;5;5;5;4;5;5;5;1;5;3;5;3;Yes;Unstable, sometimes I've got problems;4;5;4;2;93
survey3;1911;Yes;5;5;4;4;3;4;1;4;5;5;3;5;3;2;4;4;4;2;4;4;4;5;4;4;4;4;4;2;4;2;4;2;Yes;Stable, in some cases I've had issues;1;2;3;1;620
survey3;1912;Yes;3;4;3;3;3;3;2;4;4;4;4;5;3;4;3;3;4;3;4;4;4;4;4;3;3;4;4;2;3;3;4;4;Yes;Stable, in some cases I've had issues;4;4;4;1;725
survey3;1913;Yes;4;4;3;4;3;2;4;5;5;4;4;5;4;5;2;4;4;5;4;4;4;4;5;3;5;5;3;5;4;5;4;5;Yes;Stable, in some cases I've had issues;4;5;4;3;830
survey3;1914;Yes;5;5;2;5;4;4;3;2;4;5;3;5;4;2;5;5;5;3;5;4;5;5;5;4;4;5;5;2;5;4;4;3;Yes;Very stable;5;5;3;2;920
survey3;1915;Yes;4;5;4;4;3;3;4;5;4;5;4;4;3;5;4;5;5;5;4;3;4;5;5;3;3;5;5;5;4;5;4;4;Yes;Unstable, sometimes I've got problems;3;5;5;4;162
survey3;1916;Yes;5;5;1;5;5;5;1;2;5;5;1;5;1;1;5;5;5;1;5;5;5;5;5;5;5;5;5;2;5;1;5;1;Yes;Very stable;3;4;5;1;564
survey3;1917;Yes;4;4;2;4;3;3;4;2;2;5;4;4;4;4;4;4;4;2;4;4;4;4;4;3;4;4;4;1;4;4;4;3;Yes;Very stable;2;4;4;1;824
survey3;1918;Yes;4;4;2;3;5;4;3;3;5;4;3;5;4;4;4;3;4;4;5;4;4;3;4;3;5;4;4;4;4;3;4;3;Yes;Stable, in some cases I've had issues;1;2;4;1;303
survey3;1919;Yes;4;5;3;3;4;4;5;4;3;4;5;5;5;3;4;4;4;3;5;4;5;4;4;3;4;4;4;2;4;4;5;4;Yes;Unstable, sometimes I've got problems;4;4;4;1;230
survey3;1920;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no data
survey3;1921;Yes;4;3;4;4;5;4;2;5;3;4;2;5;3;4;2;4;4;3;4;5;5;4;3;4;3;4;3;4;4;2;4;5;Yes;Stable, in some cases I've had issues;4;4;4;2;550
survey3;1922;Yes;5;3;4;5;2;3;5;5;4;5;5;4;2;4;4;3;5;3;4;4;5;5;5;2;3;5;5;2;4;4;3;1;Yes;Very stable;4;4;4;1;686
survey3;1923;Yes;3;4;5;2;2;2;3;5;5;3;4;3;4;5;3;3;3;5;3;3;3;3;3;4;4;2;3;5;3;4;3;4;Yes;Stable, in some cases I've had issues;4;4;4;2;invalid id
survey3;1924;Yes;5;5;1;5;5;5;4;4;4;5;4;5;5;4;5;5;5;3;5;5;5;5;5;5;4;5;5;3;5;1;5;3;Yes;Very stable;2;4;5;1;614
survey3;1925;Yes;4;5;2;5;5;5;3;2;5;5;4;5;4;1;5;5;5;2;5;5;5;5;5;3;5;5;5;1;5;3;5;3;Yes;Stable, in some cases I've had issues;4;5;4;2;42
survey3;1926;Yes;4;5;2;5;5;4;5;3;4;4;5;4;5;1;4;5;4;2;4;5;5;5;5;2;5;4;5;2;2;3;5;4;Yes;Stable, in some cases I've had issues;5;5;5;1;414
survey3;1927;Yes;4;4;2;5;4;4;2;2;4;4;2;5;5;2;4;4;4;2;5;4;4;4;4;3;4;5;4;2;4;2;4;5;Yes;Very stable;1;1;4;1;907
survey3;1928;Yes;4;4;2;4;4;4;3;4;4;5;2;5;4;2;4;3;5;3;4;4;4;4;5;3;4;4;5;4;4;2;4;3;Yes;Very stable;4;5;5;2;498
survey3;1929;Yes;4;4;1;4;4;4;3;4;3;4;3;4;4;4;4;4;4;4;4;4;5;4;5;4;3;5;4;3;4;4;4;4;Yes;Stable, in some cases I've had issues;4;5;5;2;446
survey3;1930;Yes;5;5;1;5;5;5;3;1;5;5;3;5;5;1;5;5;5;1;5;5;5;5;5;5;5;5;5;1;5;5;5;3;Yes;Very stable;4;5;5;2;531
survey3;1931;Yes;4;5;4;3;3;4;3;2;4;4;3;4;5;4;4;4;4;4;5;4;5;3;4;4;2;4;4;4;4;1;4;2;Yes;Stable, in some cases I've had issues;4;5;5;2;642
survey3;1932;Yes;3;5;1;4;4;4;3;4;5;4;4;5;5;3;3;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;Yes;Stable, in some cases I've had issues;1;1;4;1;183
survey3;1933;Yes;4;5;1;5;5;5;4;3;5;5;4;5;4;4;5;5;5;1;5;5;5;5;5;4;5;5;4;1;5;5;5;5;Yes;Stable, in some cases I've had issues;5;5;5;2;598
survey3;1934;Yes;4;4;3;3;3;4;2;4;3;4;2;4;2;4;4;4;4;3;5;4;4;4;4;3;4;4;5;1;4;2;4;3;Yes;Very stable;1;1;1;1;744
